"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Població","Superfície (ha)","Densitat (hab/ha)","Densitat neta (hab/ha)"
2015,6,"Gràcia",31,"la Vila de Gràcia",50415,"132.6","380","604"
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",33918,"65.0","522","880"
2015,7,"Horta-Guinardó",33,"el Baix Guinardó",25466,"56.0","455","1073"
2015,7,"Horta-Guinardó",34,"Can Baró",8819,"38.4","230","615"
2015,7,"Horta-Guinardó",35,"el Guinardó",35773,"130.8","273","684"
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues",9407,"65.7","143","238"
2015,7,"Horta-Guinardó",37,"el Carmel",31456,"94.2","334","798"
2015,7,"Horta-Guinardó",38,"la Teixonera",11361,"33.7","337","603"
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",6754,"171.6","39","373"
2015,7,"Horta-Guinardó",40,"Montbau",5046,"204.7","25","432"
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron",5468,"73.6","74","671"
2015,7,"Horta-Guinardó",42,"la Clota",542,"17.8","30","89"
2015,7,"Horta-Guinardó",43,"Horta",26467,"308.2","86","418"
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",25451,"56.7","449","878"
2015,8,"Nou Barris",45,"Porta",24240,"84.1","288","689"
2015,8,"Nou Barris",46,"el Turó de la Peira",15389,"35.4","435","1151"
2015,8,"Nou Barris",47,"Can Peguera",2275,"12.0","190","274"
2015,8,"Nou Barris",48,"la Guineueta",15099,"61.1","247","675"
2015,8,"Nou Barris",49,"Canyelles",6953,"79.3","88","622"
2015,8,"Nou Barris",50,"les Roquetes",15398,"64.2","240","846"
2015,8,"Nou Barris",51,"Verdun",12225,"23.7","515","857"
2015,8,"Nou Barris",52,"la Prosperitat",25979,"59.5","437","949"
2015,8,"Nou Barris",53,"la Trinitat Nova",7332,"56.0","131","583"
2015,8,"Nou Barris",54,"Torre Baró",2727,"176.8","15","126"
2015,8,"Nou Barris",55,"Ciutat Meridiana",10245,"35.5","288","676"
2015,8,"Nou Barris",56,"Vallbona",1335,"59.8","22","198"
2015,9,"Sant Andreu",57,"la Trinitat Vella",10059,"81.0","124","792"
2015,9,"Sant Andreu",58,"Baró de Viver",2482,"23.0","108","634"
2015,9,"Sant Andreu",59,"el Bon Pastor",12554,"188.2","67","702"
2015,9,"Sant Andreu",60,"Sant Andreu",56503,"184.1","307","736"
2015,9,"Sant Andreu",61,"la Sagrera",28887,"97.2","297","730"
2015,9,"Sant Andreu",62,"el Congrés i els Indians",14043,"40.7","345","733"
2015,9,"Sant Andreu",63,"Navas",21966,"42.3","519","976"
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",38178,"74.2","515","889"
2015,10,"Sant Martí",65,"el Clot",26933,"69.6","387","1141"
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",14708,"111.4","132","745"
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",9326,"94.3","99","386"
2015,10,"Sant Martí",68,"el Poblenou",33437,"154.5","216","786"
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",13369,"123.7","108","581"
2015,10,"Sant Martí",70,"el Besòs i el Maresme",22834,"127.4","179","891"
2015,10,"Sant Martí",71,"Provençals del Poblenou",20161,"110.5","182","1496"
2015,10,"Sant Martí",72,"Sant Martí de Provençals",25975,"74.5","348","1147"
2015,10,"Sant Martí",73,"la Verneda i la Pau",28738,"112.3","256","717"
